,Loan.ID,Loan.Status
561,2022,1
562,2025,1
563,2028,1
564,2030,1
565,2036,1
566,2040,1
567,2043,1
568,2046,1
569,2048,1
570,2054,1
571,2058,1
572,2061,1
573,2064,1
574,2066,1
575,2072,1
576,2076,1
577,2079,1
578,2082,1
579,2084,1
580,2090,1
581,2094,1
582,2097,1
583,2100,1
584,2102,1
585,2108,1
586,2112,1
587,2115,1
588,2118,1
589,2120,1
590,2126,1
591,2130,1
592,2133,1
593,2136,1
594,2138,1
595,2144,1
596,2148,1
597,2151,1
598,2154,1
599,2156,1
600,2162,1
601,2166,1
602,2169,1
603,2172,1
604,2174,1
605,2180,1
606,2184,1
607,2187,1
608,2190,1
609,2192,1
610,2198,1
611,2202,1
612,2205,1
613,2208,1
614,2210,1
615,2216,1
616,2220,1
617,2223,1
618,2226,1
619,2228,1
620,2234,1
621,2238,1
622,2241,1
623,2244,1
624,2246,1
625,2252,1
626,2256,1
627,2259,1
628,2262,1
629,2264,1
630,2270,1
631,2274,1
632,2277,1
633,2280,1
634,2282,1
635,2288,1
636,2292,1
637,2295,1
638,2298,1
639,2300,1
640,2306,1
641,2310,1
642,2313,1
643,2316,1
644,2318,1
645,2324,1
646,2328,1
647,2331,1
648,2334,1
649,2336,1
650,2342,1
651,2346,1
652,2349,1
653,2352,1
654,2354,1
655,2360,1
656,2364,1
657,2367,1
658,2370,1
659,2372,1
660,2378,1
661,2382,1
662,2385,1
663,2388,1
664,2390,1
665,2396,1
666,2400,1
667,2403,1
668,2406,1
669,2408,1
670,2414,1
671,2418,1
672,2421,1
673,2424,1
674,2426,1
675,2432,1
676,2436,1
677,2439,1
678,2442,1
679,2444,1
680,2450,1
681,2454,1
682,2457,1
683,2460,1
684,2462,1
685,2468,1
686,2472,1
687,2475,1
688,2478,1
689,2480,1
690,2486,1
691,2490,1
692,2493,1
693,2496,1
694,2498,1
695,2504,1
696,2508,1
697,2511,1
698,2514,1
699,2516,1
700,2522,1
701,2526,1
702,2529,1
703,2532,1
704,2534,1
705,2540,1
706,2544,1
707,2547,1
708,2550,1
709,2552,1
710,2558,1
711,2562,1
712,2565,1
713,2568,1
714,2570,1
715,2576,1
716,2580,1
717,2583,1
718,2586,1
719,2588,1
720,2594,1
721,2598,1
722,2601,1
723,2604,1
724,2606,1
725,2612,1
726,2616,1
727,2619,1
728,2622,1
729,2624,1
730,2630,1
731,2634,1
732,2637,1
733,2640,1
734,2642,1
735,2648,1
736,2652,1
737,2655,1
738,2658,1
739,2660,1
740,2666,1
741,2670,1
742,2673,1
743,2676,1
744,2678,1
745,2684,1
746,2688,1
747,2691,1
748,2694,1
749,2696,1
750,2702,1
751,2706,1
752,2709,1
753,2712,1
754,2714,1
755,2720,1
756,2724,1
757,2727,1
758,2730,1
759,2732,1
760,2738,1
761,2742,1
762,2745,1
763,2748,1
764,2750,1
765,2756,1
766,2760,1
767,2763,1
768,2766,1
769,2768,1
770,2774,1
771,2778,1
772,2781,1
773,2784,1
774,2786,1
775,2792,1
776,2796,1
777,2799,1
778,2802,1
779,2804,1
780,2810,1
781,2814,1
782,2817,1
783,2820,1
784,2822,1
785,2828,1
786,2832,1
787,2835,1
788,2838,1
789,2840,1
790,2846,1
791,2850,1
792,2853,1
793,2856,1
794,2858,1
795,2864,1
796,2868,1
797,2871,1
798,2874,1
799,2876,1
800,2882,1
801,2886,1
802,2889,1
803,2892,1
804,2894,1
805,2900,1
806,2904,1
807,2907,1
808,2910,1
809,2912,1
810,2918,1
811,2922,1
812,2925,1
813,2928,1
814,2930,1
815,2936,1
816,2940,1
817,2943,1
818,2946,1
819,2948,1
820,2954,1
821,2958,1
822,2961,1
823,2964,1
824,2966,1
825,2972,1
826,2976,1
827,2979,1
828,2982,1
829,2984,1
830,2990,1
831,2994,1
832,2997,1
833,3000,1
834,3002,1
835,3008,1
836,3012,1
837,3015,1
838,3018,1
839,3020,1
840,3026,1
841,3030,1
842,3033,1
843,3036,1
844,3038,1
845,3044,1
846,3048,1
847,3051,1
848,3054,1
849,3056,1
850,3062,1
851,3066,1
852,3069,1
853,3072,1
854,3074,1
855,3080,1
856,3084,1
857,3087,1
858,3090,1
859,3092,1
860,3098,1
861,3102,1
862,3105,1
863,3108,1
864,3110,1
865,3116,1
866,3120,1
867,3123,1
868,3126,1
869,3128,1
870,3134,1
871,3138,1
872,3141,1
873,3144,1
874,3146,1
875,3152,1
876,3156,1
877,3159,1
878,3162,1
879,3164,1
880,3170,1
881,3174,1
882,3177,1
883,3180,1
884,3182,1
885,3188,1
886,3192,1
887,3195,1
888,3198,1
889,3200,1
890,3206,1
891,3210,1
892,3213,1
893,3216,1
894,3218,1
895,3224,1
896,3228,1
897,3231,1
898,3234,1
899,3236,1
900,3242,1
901,3246,1
902,3249,1
903,3252,1
904,3254,1
905,3260,1
906,3264,1
907,3267,1
908,3270,1
909,3272,1
910,3278,1
911,3282,1
912,3285,1
913,3288,1
914,3290,1
915,3296,1
916,3300,1
917,3303,1
918,3306,1
919,3308,1
920,3314,1
921,3318,1
922,3321,1
923,3324,1
924,3326,1
925,3332,1
926,3336,1
927,3339,1
928,3342,1
929,3344,1
930,3350,1
931,3354,1
932,3357,1
933,3360,1
934,3362,1
935,3368,1
936,3372,1
937,3375,1
938,3378,1
939,3380,1
940,3386,1
941,3390,1
942,3393,1
943,3396,1
944,3398,1
945,3404,1
946,3408,1
947,3411,1
948,3414,1
949,3416,1
950,3422,1
951,3426,1
952,3429,1
953,3432,1
954,3434,1
955,3440,1
956,3444,1
957,3447,1
958,3450,1
959,3452,1
960,3458,1
961,3462,1
962,3465,1
963,3468,1
964,3470,1
965,3476,1
966,3480,1
967,3483,1
968,3486,1
969,3488,1
970,3494,1
971,3498,1
972,3501,1
973,3504,1
974,3506,1
975,3512,1
976,3516,1
977,3519,1
978,3522,1
979,3524,1
980,3530,1
981,3534,1
982,3537,1
983,3540,1
984,3542,1
985,3548,1
986,3552,1
987,3555,1
988,3558,1
989,3560,1
990,3566,1
991,3570,1
992,3573,1
993,3576,1
994,3578,1
995,3584,1
996,3588,1
997,3591,1
998,3594,1
999,3596,1
1000,3602,1
1001,3606,1
1002,3609,1
1003,3612,1
1004,3614,1
1005,3620,1
1006,3624,1
1007,3627,1
1008,3630,1
1009,3632,1
1010,3638,1
1011,3642,1
1012,3645,1
1013,3648,1
1014,3650,1
1015,3656,1
1016,3660,1
1017,3663,1
1018,3666,1
1019,3668,1
1020,3674,1
1021,3678,1
1022,3681,1
1023,3684,1
1024,3686,1
1025,3692,1
1026,3696,1
1027,3699,1
1028,3702,1
1029,3704,1
1030,3710,1
1031,3714,1
1032,3717,1
1033,3720,1
1034,3722,1
1035,3728,1
1036,3732,1
1037,3735,1
1038,3738,1
1039,3740,1
1040,3746,1
1041,3750,1
1042,3753,1
1043,3756,1
1044,3758,1
1045,3764,1
1046,3768,1
1047,3771,1
1048,3774,1
1049,3776,1
1050,3782,1
1051,3786,1
1052,3789,1
1053,3792,1
1054,3794,1
1055,3800,1
1056,3804,1
1057,3807,1
1058,3810,1
1059,3812,1
1060,3818,1
1061,3822,1
1062,3825,1
1063,3828,1
1064,3830,1
1065,3836,1
1066,3840,1
1067,3843,1
1068,3846,1
1069,3848,1
1070,3854,1
1071,3858,1
1072,3861,1
1073,3864,1
1074,3866,1
1075,3872,1
1076,3876,1
1077,3879,1
1078,3882,1
1079,3884,1
1080,3890,1
1081,3894,1
1082,3897,1
1083,3900,1
1084,3902,1
1085,3908,1
1086,3912,1
1087,3915,1
1088,3918,1
1089,3920,1
1090,3926,1
1091,3930,1
1092,3933,1
1093,3936,1
1094,3938,1
1095,3944,1
1096,3948,1
1097,3951,1
1098,3954,1
1099,3956,1
1100,3962,1
1101,3966,1
1102,3969,1
1103,3972,1
1104,3974,1
1105,3980,1
1106,3984,1
1107,3987,1
1108,3990,1
1109,3992,1
1110,3998,1
1111,4002,1
1112,4005,1
1113,4008,1
1114,4010,1
1115,4016,1
1116,4020,1
1117,4023,1
1118,4026,1
1119,4028,1
1120,4034,1
1121,4038,1
1122,4041,1
1123,4044,1
1124,4046,1
1125,4052,1
1126,4056,1
1127,4059,1
1128,4062,1
1129,4064,1
1130,4070,1
1131,4074,1
1132,4077,1
1133,4080,1
1134,4082,1
1135,4088,1
1136,4092,1
1137,4095,1
1138,4098,1
1139,4100,1
1140,4106,1
1141,4110,1
1142,4113,1
1143,4116,1
1144,4118,1
1145,4124,1
1146,4128,1
1147,4131,1
1148,4134,1
1149,4136,1
1150,4142,1
1151,4146,1
1152,4149,1
1153,4152,1
1154,4154,1
1155,4160,1
1156,4164,1
1157,4167,1
1158,4170,1
1159,4172,1
1160,4178,1
1161,4182,1
1162,4185,1
1163,4188,1
1164,4190,1
1165,4196,1
1166,4200,1
1167,4203,1
1168,4206,1
1169,4208,1
1170,4214,1
1171,4218,1
1172,4221,1
1173,4224,1
1174,4226,1
1175,4232,1
1176,4236,1
1177,4239,1
1178,4242,1
1179,4244,1
1180,4250,1
1181,4254,1
1182,4257,1
1183,4260,1
1184,4262,1
1185,4268,1
1186,4272,1
1187,4275,1
1188,4278,1
1189,4280,1
1190,4286,1
1191,4290,1
1192,4293,1
1193,4296,1
1194,4298,1
1195,4304,1
1196,4308,1
1197,4311,1
1198,4314,1
1199,4316,1
1200,4322,1
1201,4326,1
1202,4329,1
1203,4332,1
1204,4334,1
1205,4340,1
1206,4344,1
1207,4347,1
1208,4350,1
1209,4352,1
1210,4358,1
1211,4362,1
1212,4365,1
1213,4368,1
1214,4370,1
1215,4376,1
1216,4380,1
1217,4383,1
1218,4386,1
1219,4388,1
1220,4394,1
1221,4398,1
1222,4401,1
1223,4404,1
1224,4406,1
1225,4412,1
1226,4416,1
1227,4419,1
1228,4422,1
1229,4424,1
1230,4430,1
1231,4434,1
1232,4437,1
1233,4440,1
1234,4442,1
1235,4448,1
1236,4452,1
1237,4455,1
1238,4458,1
1239,4460,1
1240,4466,1
1241,4470,1
1242,4473,1
1243,4476,1
1244,4478,1
1245,4484,1
1246,4488,1
1247,4491,1
1248,4494,1
1249,4496,1
1250,4502,1
1251,4506,1
1252,4509,1
1253,4512,1
1254,4514,1
1255,4520,1
1256,4524,1
1257,4527,1
1258,4530,1
1259,4532,1
1260,4538,1
1261,4542,1
1262,4545,1
1263,4548,1
1264,4550,1
1265,4556,1
1266,4560,1
1267,4563,1
1268,4566,1
1269,4568,1
1270,4574,1
1271,4578,1
1272,4581,1
1273,4584,1
1274,4586,1
1275,4592,1
1276,4596,1
1277,4599,1
1278,4602,1
1279,4604,1
1280,4610,1
1281,4614,1
1282,4617,1
1283,4620,1
1284,4622,1
1285,4628,1
1286,4632,1
1287,4635,1
1288,4638,1
1289,4640,1
1290,4646,1
1291,4650,1
1292,4653,1
1293,4656,1
1294,4658,1
1295,4664,1
1296,4668,1
1297,4671,1
1298,4674,1
1299,4676,1
1300,4682,1
1301,4686,1
1302,4689,1
1303,4692,1
1304,4694,1
1305,4700,1
1306,4704,1
1307,4707,1
1308,4710,1
1309,4712,1
1310,4718,1
1311,4722,1
1312,4725,1
1313,4728,1
1314,4730,1
1315,4736,1
1316,4740,1
1317,4743,1
1318,4746,1
1319,4748,1
1320,4754,1
1321,4758,1
1322,4761,1
1323,4764,1
1324,4766,1
1325,4772,1
1326,4776,1
1327,4779,1
1328,4782,1
1329,4784,1
1330,4790,1
1331,4794,1
1332,4797,1
1333,4800,1
1334,4802,1
1335,4808,1
1336,4812,1
1337,4815,1
1338,4818,1
1339,4820,1
1340,4826,1
1341,4830,1
1342,4833,1
1343,4836,1
1344,4838,1
1345,4844,1
1346,4848,1
1347,4851,1
1348,4854,1
1349,4856,1
1350,4862,1
1351,4866,1
1352,4869,1
1353,4872,1
1354,4874,1
1355,4880,1
1356,4884,1
1357,4887,1
1358,4890,1
1359,4892,1
1360,4898,1
1361,4902,1
1362,4905,1
1363,4908,1
1364,4910,1
1365,4916,1
1366,4920,1
1367,4923,1
1368,4926,1
1369,4928,1
1370,4934,1
1371,4938,1
1372,4941,1
1373,4944,1
1374,4946,1
1375,4952,1
1376,4956,1
1377,4959,1
1378,4962,1
1379,4964,1
1380,4970,1
1381,4974,1
1382,4977,1
1383,4980,1
1384,4982,1
1385,4988,1
1386,4992,1
1387,4995,1
1388,4998,1
1389,5000,1
1390,5006,1
1391,5010,1
1392,5013,1
1393,5016,1
1394,5018,1
1395,5024,1
1396,5028,1
1397,5031,1
1398,5034,1
1399,5036,1
1400,5042,1
1401,5046,1
1402,5049,1
1403,5052,1
1404,5054,1
1405,5060,1
1406,5064,1
1407,5067,1
1408,5070,1
1409,5072,1
1410,5078,1
1411,5082,1
1412,5085,1
1413,5088,1
1414,5090,1
1415,5096,1
1416,5100,1
1417,5103,1
1418,5106,1
1419,5108,1
1420,5114,1
1421,5118,1
1422,5121,1
1423,5124,1
1424,5126,1
1425,5132,1
1426,5136,1
1427,5139,1
1428,5142,1
1429,5144,1
1430,5150,1
1431,5154,1
1432,5157,1
1433,5160,1
1434,5162,1
1435,5168,1
1436,5172,1
1437,5175,1
1438,5178,1
1439,5180,1
1440,5186,1
1441,5190,1
1442,5193,1
1443,5196,1
1444,5198,1
1445,5204,1
1446,5208,1
1447,5211,1
1448,5214,1
1449,5216,1
1450,5222,1
1451,5226,1
1452,5229,1
1453,5232,1
1454,5234,1
1455,5240,1
1456,5244,1
1457,5247,1
1458,5250,1
1459,5252,1
1460,5258,1
1461,5262,1
1462,5265,1
1463,5268,1
1464,5270,1
1465,5276,1
1466,5280,1
1467,5283,1
1468,5286,1
1469,5288,1
1470,5294,1
1471,5298,1
1472,5301,1
1473,5304,1
1474,5306,1
1475,5312,1
1476,5316,1
1477,5319,1
1478,5322,1
1479,5324,1
1480,5330,1
1481,5334,1
1482,5337,1
1483,5340,1
1484,5342,1
1485,5348,1
1486,5352,1
1487,5355,1
1488,5358,1
1489,5360,1
1490,5366,1
1491,5370,1
1492,5373,1
1493,5376,1
1494,5378,1
1495,5384,1
1496,5388,1
1497,5391,1
1498,5394,1
1499,5396,1
1500,5402,1
1501,5406,1
1502,5409,1
1503,5412,1
1504,5414,1
1505,5420,1
1506,5424,1
1507,5427,1
1508,5430,1
1509,5432,1
1510,5438,1
1511,5442,1
1512,5445,1
1513,5448,1
1514,5450,1
1515,5456,1
1516,5460,1
1517,5463,1
1518,5466,1
1519,5468,1
1520,5474,1
1521,5478,1
1522,5481,1
1523,5484,1
1524,5486,1
1525,5492,1
1526,5496,1
1527,5499,1
1528,5502,1
1529,5504,1
1530,5510,1
1531,5514,1
1532,5517,1
1533,5520,1
1534,5522,1
1535,5528,1
1536,5532,1
1537,5535,1
1538,5538,1
1539,5540,1
1540,5546,1
1541,5550,1
1542,5553,1
1543,5556,1
1544,5558,1
1545,5564,1
1546,5568,1
1547,5571,1
1548,5574,1
1549,5576,1
1550,5582,1
1551,5586,1
1552,5589,1
1553,5592,1
1554,5594,1
1555,5600,1
1556,5604,1
1557,5607,1
1558,5610,1
1559,5612,1
1560,5618,1
1561,5622,1
1562,5625,1
1563,5628,1
1564,5630,1
1565,5636,1
1566,5640,1
1567,5643,1
1568,5646,1
1569,5648,1
1570,5654,1
1571,5658,1
1572,5661,1
1573,5664,1
1574,5666,1
1575,5672,1
1576,5676,1
1577,5679,1
1578,5682,1
1579,5684,1
1580,5690,1
1581,5694,1
1582,5697,1
1583,5700,1
1584,5702,1
1585,5708,1
1586,5712,1
1587,5715,1
1588,5718,1
1589,5720,1
1590,5726,1
1591,5730,1
1592,5733,1
1593,5736,1
1594,5738,1
1595,5744,1
1596,5748,1
1597,5751,1
1598,5754,1
1599,5756,1
1600,5762,1
1601,5766,1
1602,5769,1
1603,5772,1
1604,5774,1
1605,5780,1
1606,5784,1
1607,5787,1
1608,5790,1
1609,5792,1
1610,5798,1
1611,5802,1
1612,5805,1
1613,5808,1
1614,5810,1
1615,5816,1
1616,5820,1
1617,5823,1
1618,5826,1
1619,5828,1
1620,5834,1
1621,5838,1
1622,5841,1
1623,5844,1
1624,5846,1
1625,5852,1
1626,5856,1
1627,5859,1
1628,5862,1
1629,5864,1
1630,5870,1
1631,5874,1
1632,5877,1
1633,5880,1
1634,5882,1
1635,5888,1
1636,5892,1
1637,5895,1
1638,5898,1
1639,5900,1
1640,5906,1
1641,5910,1
1642,5913,1
1643,5916,1
1644,5918,1
1645,5924,1
1646,5928,1
1647,5931,1
1648,5934,1
1649,5936,1
1650,5942,1
1651,5946,1
1652,5949,1
1653,5952,1
1654,5954,1
1655,5960,1
1656,5964,1
1657,5967,1
1658,5970,1
1659,5972,1
1660,5978,1
1661,5982,1
1662,5985,1
1663,5988,1
1664,5990,1
1665,5996,1
1666,6000,1
1667,6003,1
1668,6006,1
1669,6008,1
1670,6014,1
1671,6018,1
1672,6021,1
1673,6024,1
1674,6026,1
1675,6032,1
1676,6036,1
1677,6039,1
1678,6042,1
1679,6044,1
1680,6050,1
1681,6054,1
1682,6057,1
1683,6060,1
1684,6062,1
1685,6068,1
1686,6072,1
1687,6075,1
1688,6078,1
1689,6080,1
1690,6086,1
1691,6090,1
1692,6093,1
1693,6096,1
1694,6098,1
1695,6104,1
1696,6108,1
1697,6111,1
1698,6114,1
1699,6116,1
1700,6122,1
1701,6126,1
1702,6129,1
1703,6132,1
1704,6134,1
1705,6140,1
1706,6144,1
1707,6147,1
1708,6150,1
1709,6152,1
1710,6158,1
1711,6162,1
1712,6165,1
1713,6168,1
1714,6170,1
1715,6176,1
1716,6180,1
1717,6183,1
1718,6186,1
1719,6188,1
1720,6194,1
1721,6198,1
1722,6201,1
1723,6204,1
1724,6206,1
1725,6212,1
1726,6216,1
1727,6219,1
1728,6222,1
1729,6224,1
1730,6230,1
1731,6234,1
1732,6237,1
1733,6240,1
1734,6242,1
1735,6248,1
1736,6252,1
1737,6255,1
1738,6258,1
1739,6260,1
1740,6266,1
1741,6270,1
1742,6273,1
1743,6276,1
1744,6278,1
1745,6284,1
1746,6288,1
1747,6291,1
1748,6294,1
1749,6296,1
1750,6302,1
1751,6306,1
1752,6309,1
1753,6312,1
1754,6314,1
1755,6320,1
1756,6324,1
1757,6327,1
1758,6330,1
1759,6332,1
1760,6338,1
1761,6342,1
1762,6345,1
1763,6348,1
1764,6350,1
1765,6356,1
1766,6360,1
1767,6363,1
1768,6366,1
1769,6368,1
1770,6374,1
1771,6378,1
1772,6381,1
1773,6384,1
1774,6386,1
1775,6392,1
1776,6396,1
1777,6399,1
1778,6402,1
1779,6404,1
1780,6410,1
1781,6414,1
1782,6417,1
1783,6420,1
1784,6422,1
1785,6428,1
1786,6432,1
1787,6435,1
1788,6438,1
1789,6440,1
1790,6446,1
1791,6450,1
1792,6453,1
1793,6456,1
1794,6458,1
1795,6464,1
1796,6468,1
1797,6471,1
1798,6474,1
1799,6476,1
1800,6482,1
1801,6486,1
1802,6489,1
1803,6492,1
1804,6494,1
1805,6500,1
1806,6504,1
1807,6507,1
1808,6510,1
1809,6512,1
1810,6518,1
1811,6522,1
1812,6525,1
1813,6528,1
1814,6530,1
1815,6536,1
1816,6540,1
1817,6543,1
1818,6546,1
1819,6548,1
1820,6554,1
1821,6558,1
1822,6561,1
1823,6564,1
1824,6566,1
1825,6572,1
1826,6576,1
1827,6579,1
1828,6582,1
1829,6584,1
1830,6590,1
1831,6594,1
1832,6597,1
1833,6600,1
1834,6602,1
1835,6608,1
1836,6612,1
1837,6615,1
1838,6618,1
1839,6620,1
1840,6626,1
1841,6630,1
1842,6633,1
1843,6636,1
1844,6638,1
1845,6644,1
1846,6648,1
1847,6651,1
1848,6654,1
1849,6656,1
1850,6662,1
1851,6666,1
1852,6669,1
1853,6672,1
1854,6674,1
1855,6680,1
1856,6684,1
1857,6687,1
1858,6690,1
1859,6692,1
1860,6698,1
1861,6702,1
1862,6705,1
1863,6708,1
1864,6710,1
1865,6716,1
1866,6720,1
1867,6723,1
1868,6726,1
1869,6728,1
1870,6734,1
1871,6738,1
1872,6741,1
1873,6744,1
1874,6746,1
1875,6752,1
1876,6756,1
1877,6759,1
1878,6762,1
1879,6764,1
1880,6770,1
1881,6774,1
1882,6777,1
1883,6780,1
1884,6782,1
1885,6788,1
1886,6792,1
1887,6795,1
1888,6798,1
1889,6800,1
1890,6806,1
1891,6810,1
1892,6813,1
1893,6816,1
1894,6818,1
1895,6824,1
1896,6828,1
1897,6831,1
1898,6834,1
1899,6836,1
1900,6842,1
1901,6846,1
1902,6849,1
1903,6852,1
1904,6854,1
1905,6860,1
